country,year,HDI_for_year,gdp_for_year,gdp_per_capita,suicides_no,population,suicide_rate,region
Russia,2011,0,2.05E+12,15226,2586,11228822,24.97333333,Eastern Europe
Russia,2012,0,2.21E+12,16413,2470,11222376,23.7925,Eastern Europe
Russia,2013,0,2.30E+12,17052,2390,11226163,22.83083333,Eastern Europe
Russia,2014,0,2.06E+12,15319,2211,11226163,21.60166667,Eastern Europe
Russia,2015,0,1.37E+12,9987,2119,11418245,19.74333333,Eastern Europe
San Marino,2000,0,1101897918,43435,0,2114,3.938333333,Southern Europe
San Marino,2005,0,1958711603,69301,0,2355,2.834166667,Southern Europe
Serbia,2000,0.71,6540247190,915,128,595761,27.01333333,Southern Europe
Serbia,2001,0,12267175481,1718,120,595200,24.75,Southern Europe
Serbia,2002,0,16116843146,2258,120,594842,24.65916667,Southern Europe
Serbia,2003,0,21188704081,2979,114,592664,22.60583333,Southern Europe
Serbia,2004,0,24861483281,3508,112,590530,21.87583333,Southern Europe
Serbia,2005,0.741,26252007830,3719,119,588248,23.86,Southern Europe
Serbia,2006,0,30607991862,4353,120,585984,23.83916667,Southern Europe
Serbia,2007,0,40289556656,5748,112,584134,21.5375,Southern Europe
Serbia,2008,0,49259526053,7049,107,582377,20.2175,Southern Europe
Serbia,2009,0,42616653300,6116,114,580686,21.53583333,Southern Europe
Serbia,2010,0.757,39460357731,5682,100,578739,19.54,Southern Europe
Serbia,2011,0.761,46466728667,6734,104,575002,20.2875,Southern Europe
Serbia,2012,0.762,40742313861,5933,103,572264,19.54416667,Southern Europe
Serbia,2013,0.771,45519650911,6662,99,569403,18.14416667,Southern Europe
Serbia,2014,0.771,44210806366,6500,94,566817,18.065,Southern Europe
Serbia,2015,0,37160332465,5492,88,563867,17.16416667,Southern Europe
Slovakia,2000,0.763,29114875622,5696,60,425984,15.00666667,Eastern Europe
Slovakia,2001,0,30703017450,6020,57,425021,14.32333333,Eastern Europe
Slovakia,2002,0,35083608131,6869,59,425632,15.98083333,Eastern Europe
Slovakia,2003,0,46731767494,9138,62,426165,14.09666667,Eastern Europe
Slovakia,2004,0,57240535138,11177,56,426767,12.575,Eastern Europe
Slovakia,2005,0.793,62697540107,12229,56,427245,13.78083333,Eastern Europe
Slovakia,2006,0,70596729394,13763,0,427447,0,Eastern Europe
Slovakia,2007,0,86304245825,16815,0,427721,0,Eastern Europe
Slovakia,2008,0,1.00E+11,19530,49,428088,11.18333333,Eastern Europe
Slovakia,2009,0,88945625174,17299,50,428478,11.59,Eastern Europe
Slovakia,2010,0.827,89501012916,17387,52,428963,11.97333333,Eastern Europe
Slovakia,2012,0.836,93413992956,18256,47,426410,10.79,Eastern Europe
Slovakia,2013,0.84,98478349315,19226,51,426850,11.9925,Eastern Europe
Slovakia,2014,0.844,1.01E+11,19679,46,427473,11.06833333,Eastern Europe
Slovenia,2000,0.824,20342201356,10783,49,157206,33.67666667,Southern Europe
Slovenia,2001,0,20875387068,10979,48,158444,35.28333333,Southern Europe
Slovenia,2002,0,23563576758,12362,45,158843,29.525,Southern Europe
Slovenia,2003,0,29697448108,15568,46,158965,31.38,Southern Europe
Slovenia,2004,0,34470227454,18067,42,158988,24.87333333,Southern Europe
Slovenia,2005,0.857,36346974008,19012,41,159318,28.1175,Southern Europe
Slovenia,2006,0,39587732029,20634,44,159880,28.98916667,Southern Europe
Slovenia,2007,0,48114688201,24964,36,160611,24.2875,Southern Europe
Slovenia,2008,0,55589849128,28599,34,161979,21.92416667,Southern Europe
Slovenia,2009,0,50244793832,25872,37,161836,22.3925,Southern Europe
Slovenia,2010,0.876,48013606745,24689,34,162064,22.1325,Southern Europe
Slovenia,2011,0.877,51290792018,26377,36,162046,23.47166667,Southern Europe
Slovenia,2012,0.878,46352802766,23820,36,162165,23.31166667,Southern Europe
Slovenia,2013,0.878,48116256926,24697,37,162356,23.585,Southern Europe
Slovenia,2014,0.88,49904928335,25569,32,162648,20.03083333,Southern Europe
Slovenia,2015,0,43072415017,22036,35,162886,22.0675,Southern Europe
Spain,2000,0.827,5.95E+11,15538,282,3193333,10.18416667,Southern Europe
Spain,2001,0,6.26E+11,16169,265,3226125,9.366666667,Southern Europe
Spain,2002,0,7.05E+11,17924,281,3278384,9.636666667,Southern Europe
Spain,2003,0,9.07E+11,22701,289,3328963,9.7075,Southern Europe
Spain,2004,0,1.07E+12,26372,292,3379651,9.385833333,Southern Europe
Spain,2005,0.845,1.16E+12,28092,283,3432956,8.971666667,Southern Europe
Spain,2006,0,1.26E+12,30246,270,3484070,8.3225,Southern Europe
Spain,2007,0,1.48E+12,34769,272,3545610,8.245833333,Southern Europe
Spain,2008,0,1.64E+12,37848,288,3599957,8.21,Southern Europe
Spain,2009,0,1.50E+12,34470,285,3624173,8.168333333,Southern Europe
Spain,2010,0.867,1.43E+12,32839,263,3632946,7.286666667,Southern Europe
Spain,2011,0.87,1.49E+12,34097,265,3636880,7.3825,Southern Europe
Spain,2012,0.874,1.34E+12,30146,294,3693238,8.073333333,Southern Europe
Spain,2013,0.874,1.36E+12,30792,322,3685635,8.443333333,Southern Europe
Spain,2014,0.876,1.38E+12,31171,325,3681064,8.695833333,Southern Europe
Spain,2015,0,1.20E+12,27108,300,3682210,8.115,Southern Europe
Sweden,2000,0.897,2.60E+11,30896,94,700750,13.54166667,Northern Europe
Sweden,2001,0,2.40E+11,28429,99,703276,13.9575,Northern Europe
Sweden,2002,0,2.64E+11,31175,98,705485,13.55916667,Northern Europe
Sweden,2003,0,3.31E+11,38997,92,707544,12.78416667,Northern Europe
Sweden,2004,0,3.82E+11,44831,96,709526,13.1175,Northern Europe
Sweden,2005,0.892,3.89E+11,45563,101,711552,13.71833333,Northern Europe
Sweden,2006,0,4.20E+11,48977,99,714670,13.39666667,Northern Europe
Sweden,2007,0,4.88E+11,56531,93,719096,12.2825,Northern Europe
Sweden,2008,0,5.14E+11,59155,97,724042,12.97333333,Northern Europe
Sweden,2009,0,4.30E+11,49070,103,729660,13.36666667,Northern Europe
Sweden,2010,0.901,4.88E+11,55352,95,735260,12.21166667,Northern Europe
Sweden,2011,0.903,5.63E+11,63380,92,740387,11.81416667,Northern Europe
Sweden,2012,0.904,5.44E+11,60776,96,745742,12.3425,Northern Europe
Sweden,2013,0.905,5.79E+11,64133,102,752006,13.18333333,Northern Europe
Sweden,2014,0.907,5.74E+11,62956,95,759543,12.42083333,Northern Europe
Sweden,2015,0,4.98E+11,54629,98,759543,12.44166667,Northern Europe
Sweden,2016,0,5.14E+11,55594,113,812585,13.884,Northern Europe
Switzerland,2000,0.888,2.72E+11,39952,115,567465,22.18333333,Western Europe
Switzerland,2001,0,2.79E+11,40582,111,572153,21.8075,Western Europe
Switzerland,2002,0,3.01E+11,43419,120,578500,22.80833333,Western Europe
Switzerland,2003,0,3.53E+11,50639,105,580774,20.22166667,Western Europe
Switzerland,2004,0,3.94E+11,56123,107,585263,20.18916667,Western Europe
Switzerland,2005,0.904,4.09E+11,57790,108,589332,20.51583333,Western Europe
Switzerland,2006,0,4.31E+11,60536,109,593206,20.13583333,Western Europe
Switzerland,2007,0,4.80E+11,66807,113,598632,21.3175,Western Europe
Switzerland,2008,0,5.54E+11,76202,109,606239,19.7925,Western Europe
Switzerland,2009,0,5.42E+11,73529,92,613713,15.01083333,Western Europe
Switzerland,2010,0.924,5.84E+11,78474,83,619928,13.37666667,Western Europe
Switzerland,2011,0.925,7.00E+11,93053,86,626503,14.01833333,Western Europe
Switzerland,2012,0.927,6.68E+11,87951,86,632965,13.7825,Western Europe
Switzerland,2013,0.928,6.89E+11,89634,89,640109,14.18833333,Western Europe
Switzerland,2014,0.93,7.09E+11,90809,86,650801,13.50833333,Western Europe
Switzerland,2015,0,6.79E+11,86068,89,657708,13.72166667,Western Europe
Ukraine,2000,0.668,31261527363,663,1205,3927116,31.4325,Eastern Europe
Ukraine,2001,0,38009344577,812,1094,3900497,29.01166667,Eastern Europe
Ukraine,2002,0,42392896031,920,1044,3838334,28.67083333,Eastern Europe
Ukraine,2003,0,50132953288,1097,1026,3808115,28.08916667,Eastern Europe
Ukraine,2004,0,64883060726,1432,938,3776902,25.5875,Eastern Europe
Ukraine,2005,0.713,86142018069,1917,885,3744939,24.765,Eastern Europe
Ukraine,2006,0,1.08E+11,2418,834,3713336,23.56583333,Eastern Europe
Ukraine,2007,0,1.43E+11,3229,836,3683222,23.42666667,Eastern Europe
Ukraine,2008,0,1.80E+11,4104,787,3654676,22.875,Eastern Europe
Ukraine,2009,0,1.17E+11,2691,809,3629828,23.27166667,Eastern Europe
Ukraine,2010,0.732,1.36E+11,3141,757,3608067,21.9225,Eastern Europe
Ukraine,2011,0.738,1.63E+11,3788,747,3589565,22,Eastern Europe
Ukraine,2012,0.743,1.76E+11,4096,754,3576327,22.3725,Eastern Europe
Ukraine,2014,0.747,1.34E+11,3299,664,3372013,20.875,Eastern Europe
Ukraine,2015,0,91030959455,2256,631,3362120,20.39333333,Eastern Europe
United Kingdom,2000,0.865,1.65E+12,29358,357,4677825,7.2775,Northern Europe
United Kingdom,2001,0,1.62E+12,29179,344,4630999,7.095,Northern Europe
United Kingdom,2002,0,1.77E+12,31630,343,4659078,6.8925,Northern Europe
United Kingdom,2003,0,2.04E+12,36289,331,4680980,6.679166667,Northern Europe
United Kingdom,2004,0,2.40E+12,42486,348,4704584,6.893333333,Northern Europe
United Kingdom,2005,0.89,2.52E+12,44372,337,4734085,6.596666667,Northern Europe
United Kingdom,2006,0,2.69E+12,47163,343,4757594,6.514166667,Northern Europe
United Kingdom,2007,0,3.07E+12,53576,324,4781896,6.243333333,Northern Europe
United Kingdom,2008,0,2.89E+12,50111,354,4806947,6.725833333,Northern Europe
United Kingdom,2009,0,2.38E+12,41074,353,4834463,6.5,Northern Europe
United Kingdom,2010,0.906,2.44E+12,41798,349,4866960,6.450833333,Northern Europe
United Kingdom,2011,0.901,2.62E+12,44491,366,4906821,6.524166667,Northern Europe
United Kingdom,2012,0.901,2.66E+12,44585,370,4975719,6.6225,Northern Europe
United Kingdom,2013,0.902,2.74E+12,45594,402,5007649,7.076666667,Northern Europe
United Kingdom,2014,0.907,3.02E+12,49906,399,5047540,6.994166667,Northern Europe
United Kingdom,2015,0,2.89E+12,47240,409,5090245,7.228333333,Northern Europe
